config_label,question_id,question,expected_answer,answerable,supporting_pages,supporting_section_heading,retrieved_chunk_ids,retrieved_pages,hit_at_1,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5,context_precision,context_recall,latency_ms,top_chunk_score,top_chunk_preview,notes,run_label,retriever,chunk_label,model_name
,q012,What cost does the Glass Section pay for broken Glass?,It pays the actual cost of replacing and fixing the Glass with Glass of a similar type and quality.,True,38,Glass Section - The cover,0184.1 | 0189.1 | 0185.1 | 0186.1 | 0191.1,38 | 38 | 38 | 38 | 38,1.0,1.0,1.0,1.0,1.0,0.2,1.0,5.71,0.7899,document the cover we will pay you for the actual cost of replacing and fixing the glass in its frame or in its location with glass of a similar type and quality to the glass that is broken due to accidental breakage of ,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q013,What does the Machinery Breakdown Section cover?,It covers Breakdown to Machinery occurring at the Situation during the Period of Insurance.,True,39,Machinery Breakdown Section - The cover,0193.1 | 0214.1 | 0195.1 | 0219.1 | 0217.1,39 | 42 | 39 | 43 | 42,1.0,1.0,1.0,1.0,1.0,0.2,1.0,8.19,0.7685,document definitions applicable to this section the following definitions shall apply to the words used in this section blanket machinery means all machinery at the situation other than specified machinery and excluded m,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q014,"Under the Electronic Equipment Section optional Cost of restoring data benefit, what backup copies must You have?","You must have duplicate back up copies of updated Electronic Data stored off site at alternative premises, in a cloud storage service or on an external server.",True,44,Electronic Equipment Section - Cost of restoring data,0231.1 | 0232.1 | 0109.1 | 0103.1 | 0067.1,44 | 44 | 27 | 26 | 19,1.0,1.0,1.0,1.0,1.0,0.2,1.0,14.42,0.8228,document 1 cover if the optional benefit 'cost of restoring data' is operative we will pay you up to the sum insured shown in the schedule following a claim being admitted under this section for the costs incurred for th,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q015,"A salesperson normally resident in Australia travels overseas for work and neither does nor supervises manual work. Under the Public and Products Liability territorial limits, where can cover apply?",Cover can apply elsewhere in the world for travelling executives or salespeople normally resident in Australia who neither undertake nor supervise manual work.,True,48,Public and Products Liability Section - Territorial Limits,0249.1 | 0061.1 | 0397.1 | 0493.1 | 0576.1,48 | 18 | 69 | 84 | 93,1.0,1.0,1.0,1.0,1.0,0.2,1.0,39.29,0.7931,document territorial limits means a anywhere within australia or its external territories b elsewhere in the world but only in respect of i travelling executives or salespeople who are normally resident in australia and ,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,0310.1 | 0008.1 | 0390.1 | 0164.1 | 0005.1,56 | 8 | 68 | 35 | 5,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.29,0.8134,document cover type the following cover types are available under this section part a business income protection part b consequential loss of profits or part c business continuity your cover selection will be shown in yo,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,0365.1 | 0541.1 | 0008.1 | 0140.1 | 0138.1,64 | 90 | 8 | 32 | 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98,0.8081,document 4 general property we will cover you for interruption or interference with your business in consequence of damage to property insured by an occurrence covered in the general property section,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,0355.1 | 0427.1 | 0062.1 | 0466.1 | 0073.1,63 | 75 | 18 | 81 | 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,0.7205,document the cover where part c is shown as insured on the schedule we will pay you in accordance with the part c basis of settlement for consequential loss resulting from the interruption of or interference with the bus,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,0487.1 | 0486.1 | 0163.1 | 0369.1 | 0482.1,84 | 83 | 35 | 65 | 83,0.0,1.0,1.0,0.5,0.631,0.2,1.0,5.42,0.7409,document transit includes any transit to or from and while the property insured is at any premises for the purpose of packing or preparation for shipment for a period of up to one month prior to shipment transit excludes,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,0036.1 | 0037.1 | 0039.1 | 0001.1 | 0041.1,13 | 13 | 13 | 1 | 13,,,,,,,,12.77,0.6732,document why we collect your personal information we collect your personal information to enable us to provide our products and services including to process and settle claims make off ers of products and services provid,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
hybrid_500_o10,q001,Does the policy automatically provide cover for loss or damage caused by Flood?,No. The policy does not automatically provide cover for loss or damage caused by Flood.,True,7,Summary of the available covers,h0006.1 | h0034 | h0060 | h0059 | h0063.1,"7 | 19,20 | 30 | 29,30 | 31",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.84,14.6073,document summary of the available covers not everything is covered by the policy the following is a limited summary only and as such does not form part of the terms of your insurance all cover is subject to the applicabl,,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q002,Which sections are insured under the policy?,Only the sections shown as covered in the Schedule are insured.,True,9,Our contract with You,h0033 | h0045 | h0030 | h0032 | h0031,"19 | 24 | 18 | 19 | 18,19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,6.7732,Document > b. Electronic Data and Cyber - Part 2 This Electronic Data exclusion is applicable to the following Sections of the Policy: - Machinery Breakdown Section - Electronic Equipment Section These Sections do not in,,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q003,How long is the cooling off period for this insurance?,The cooling off period is 14 days.,True,10,Your cooling off rights,h0011 | h0020 | h0019 | h0014 | h0017,"9,10 | 13 | 12,13 | 11 | 12",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.14,15.4984,"Document > Applying for cover When You apply by completing Our application process You need to provide the information We require to determine whether to issue a Policy and if so, on what terms, including (to the extent ",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q004,What must You disclose before entering into the insurance contract?,"You must disclose every matter You know, or could reasonably be expected to know, is relevant to Allianz's decision whether to accept the risk and on what terms.",True,12,Your Duty of Disclosure,h0017 | h0018 | h0009 | h0010 | h0016,"12 | 12 | 9 | 9 | 11,12",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.05,20.1261,"Document > Renewal procedure Before Your Policy expires We will advise You whether We intend to off er renewal and if so on what terms. This document also applies for any off er of renewal We may make, unless We tell You",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q005,A building has been left vacant for more than 60 consecutive days. What does the Unoccupied Buildings exclusion say about cover at that building?,The policy does not provide cover at a Building after it has been Unoccupied for more than 60 consecutive days.,True,19,General exclusions - Unoccupied Buildings,h0034 | h0035 | h0069 | h0070 | h0060,"19,20 | 19,20 | 34 | 34,35 | 30",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.21,42.6924,"Document > 6. Acquisition of Companies The Policy does not cover loss, destruction, liability or Damage directly or indirectly, caused by, contributed to by or arising from: - a. any company or other legal entity acquire",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q006,What does the policy mean by Excess?,"Excess is the amount of money specified in the Schedule or Policy that You must contribute for claims from one event, or the specified period for which no payment will be made by Allianz.",True,16,General definitions - Excess,h0010 | h0017 | h0025.1 | h0009 | h0016,"9 | 12 | 16 | 9 | 11,12",0.0,1.0,1.0,0.333,0.5,0.2,1.0,12.99,9.3754,"Document > Understanding Your Policy and its important terms and conditions To properly understand the significant features, benefits and risks of this insurance You need to carefully read: - about each of the available ",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q007,One event leads to claims under more than one section of the policy. Which Excess applies?,Only the single highest Excess applies to all claims arising out of the one event.,True,24,General terms and conditions - Payment of Excess,h0044 | h0052 | h0119 | h0161 | h0065,"24 | 27 | 55,56 | 74 | 32,33",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.27,13.7895,"Document > 13. One event for earthquake Only for the purpose of the application of any Excess, all loss or Damage resulting from earthquake occurring during each period of 72 consecutive hours will be considered as one e",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q008,"What must You do about the police if malicious Damage, theft, attempted theft or loss of property may result in a claim?",You must inform the police as soon as reasonably possible.,True,20,Claims procedure and conditions - Claims procedure,h0037 | h0036 | h0209 | h0210 | h0194,"20 | 20 | 94,95 | 95 | 87,88",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.19,24.1459,Document > 1. Claims procedure - a. As soon as reasonably possible of You becoming aware of anything happening which may result in a claim under the Policy You must take reasonable steps to do the following at Your own e,,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q009,What does the Commercial Property Section cover?,"It covers Property Insured that is accidentally Damaged at the Situation during the Period of Insurance, subject to the applicable limits and Basis of Settlement.",True,25,Commercial Property Section - The cover,h0030 | h0121 | h0122 | h0006.1 | h0010,18 | 56 | 56 | 7 | 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,8.9719,"Document > 3. Computer technology The Policy does not cover any Damage to any appliance, machinery, equipment or other property which is a computer or which contains or comprises any computer technology (including comput",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q010,"Under the Theft Section, what type of building entry or exit can trigger cover?","Visible, forcible and violent entry into or exit from Buildings at the Situation can trigger cover.",True,32,Theft Section - The cover,h0064 | h0069 | h0070 | h0143 | h0144,"32 | 34 | 34,35 | 67 | 67",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.18,14.0373,Document Provided that We will pay for any Damage to Property Insured that is not otherwise excluded that results from Damage caused directly by or arising directly from any of these causes. 4. We will not cover Damage c,,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q011,"For Money in Transit, until when does the cover apply?",Cover applies up until the close of business on the next bank trading day from when the Transit commenced.,True,35,Money Section - The cover,h0071 | h0072 | h0073 | h0070 | h0077,"35 | 35 | 35 | 34,35 | 37",1.0,1.0,1.0,1.0,1.0,0.2,1.0,12.97,15.2508,"Document > The cover We will pay, in accordance with Basis of Settlement, up to the Sum Insured shown in the Schedule for Loss of Money during the Period of Insurance for the following events: Document > a. Money in Tran",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q012,What cost does the Glass Section pay for broken Glass?,It pays the actual cost of replacing and fixing the Glass with Glass of a similar type and quality.,True,38,Glass Section - The cover,h0079 | h0078 | h0198 | h0197 | h0062,"38,39 | 37,38 | 89 | 88,89 | 30",1.0,1.0,1.0,1.0,1.0,0.2,1.0,12.97,17.9173,"Document > Additional Cost: We will pay any additional costs incurred by You: - a. in arranging after-hours services, express delivery and labour at overtime rates in relation to the repair and replacement of Broken Glas",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q013,What does the Machinery Breakdown Section cover?,It covers Breakdown to Machinery occurring at the Situation during the Period of Insurance.,True,39,Machinery Breakdown Section - The cover,h0088 | h0087 | h0083 | h0080 | h0006.1,"42,43 | 42 | 40,41 | 39 | 7",0.0,0.0,1.0,0.25,0.431,0.2,1.0,12.96,11.0613,Document > 1. Inspection Our representatives will have the right to inspect and examine any Machinery at a reasonable time and frequency during the Period of Insurance and You will take reasonable steps to properly prepa,,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q014,"Under the Electronic Equipment Section optional Cost of restoring data benefit, what backup copies must You have?","You must have duplicate back up copies of updated Electronic Data stored off site at alternative premises, in a cloud storage service or on an external server.",True,44,Electronic Equipment Section - Cost of restoring data,h0092 | h0091 | h0033 | h0032 | h0051,"44,45 | 44 | 19 | 19 | 26,27",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.14,27.6969,"Document > 1. Cover If the optional benefit 'Cost of Restoring Data' is operative We will pay You up to the Sum Insured shown in the Schedule, following a claim being admitted under this Section, for the costs incurred f",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q015,"A salesperson normally resident in Australia travels overseas for work and neither does nor supervises manual work. Under the Public and Products Liability territorial limits, where can cover apply?",Cover can apply elsewhere in the world for travelling executives or salespeople normally resident in Australia who neither undertake nor supervise manual work.,True,48,Public and Products Liability Section - Territorial Limits,h0101 | h0006.2 | h0116 | h0006.1 | h0099,48 | 7 | 54 | 7 | 47,1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.27,39.9918,"Document > Personal Injury means: - a. bodily injury, death, sickness, disease, shock, fright, mental anguish, mental injury or loss of consortium; - b. false arrest, false detention, wrongful imprisonment, malicious pro",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,h0007 | h0010 | h0009 | h0121 | h0213,"8,9 | 9 | 9 | 56 | 96,97",0.0,0.0,1.0,0.25,0.431,0.2,1.0,13.09,12.8011,"Document | Sections | Summary of covers (This table is not to be relied on as an accurate description of cover. See relevant Section for details, relevant limits, and specific conditions and exclusions that apply) | |---",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,h0030 | h0142 | h0006.1 | h0107 | h0203,"18 | 66,67 | 7 | 50,51 | 91,92",0.0,1.0,1.0,0.5,0.631,0.2,1.0,13.12,10.058,"Document > 3. Computer technology The Policy does not cover any Damage to any appliance, machinery, equipment or other property which is a computer or which contains or comprises any computer technology (including comput",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,h0045 | h0007 | h0180 | h0161 | h0030,"24 | 8,9 | 81,82 | 74 | 18",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,12.4214,"Document > 17. Reasonable care and maintenance You must take all reasonable care: - a. to prevent loss, Damage or legal liability covered under this policy; - b. to maintain the Property Insured in sound condition, in pa",,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,h0185 | h0184 | h0186 | h0072 | h0073,"84 | 83,84 | 84 | 35 | 35",0.0,1.0,1.0,0.5,0.631,0.2,1.0,12.94,12.0195,Document Transit includes any transit to or from and while the Property Insured is at any premises for the purpose of packing or preparation for shipment for a period of up to one month prior to shipment. Transit exclude,,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
hybrid_500_o10,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,h0019 | h0018 | h0020 | h0021 | h0010,"12,13 | 12 | 13 | 13,14 | 9",,,,,,,,13.05,20.3063,Document > How We collect Your personal information We usually collect Your personal information from You or Your agents. We may also collect it from Our agents and service providers; other insurers and insurance referen,Unanswerable questions are excluded from ranking aggregates in this notebook phase.,lexical_bm25::hybrid_500_o10,lexical_bm25,hybrid_500_o10,bm25_notebook
,q001,Does the policy automatically provide cover for loss or damage caused by Flood?,No. The policy does not automatically provide cover for loss or damage caused by Flood.,True,7,Summary of the available covers,h0061 | h0006.1 | h0201 | h0045 | h0034,"30 | 7 | 90,91 | 24 | 19,20",0.0,1.0,1.0,0.5,0.631,0.2,1.0,0.61,0.2221,"Document > 1. Flood When 'Flood' cover is shown in the current Schedule as covered, We will cover loss of or Damage to Property Insured caused by Flood and the Specific exclusion applicable to this Section 3.o. is delete",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q002,Which sections are insured under the policy?,Only the sections shown as covered in the Schedule are insured.,True,9,Our contract with You,h0122 | h0121 | h0045 | h0013 | h0041,"56 | 56 | 24 | 10,11 | 23",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.1683,"Document > Defined Events applicable to Parts A, B and C of this Section 1. any Damage to Property Insured for which You are insured by Us: - a. or would have been had there not been an Excess under the Commercial Proper",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q003,How long is the cooling off period for this insurance?,The cooling off period is 14 days.,True,10,Your cooling off rights,h0011 | h0008 | h0007 | h0167 | h0175,"9,10 | 9 | 8,9 | 76 | 79,80",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.52,0.1321,"Document > Applying for cover When You apply by completing Our application process You need to provide the information We require to determine whether to issue a Policy and if so, on what terms, including (to the extent ",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q004,What must You disclose before entering into the insurance contract?,"You must disclose every matter You know, or could reasonably be expected to know, is relevant to Allianz's decision whether to accept the risk and on what terms.",True,12,Your Duty of Disclosure,h0017 | h0018 | h0008 | h0009 | h0002,12 | 12 | 9 | 9 | 2,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.51,0.1184,"Document > Renewal procedure Before Your Policy expires We will advise You whether We intend to off er renewal and if so on what terms. This document also applies for any off er of renewal We may make, unless We tell You",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q005,A building has been left vacant for more than 60 consecutive days. What does the Unoccupied Buildings exclusion say about cover at that building?,The policy does not provide cover at a Building after it has been Unoccupied for more than 60 consecutive days.,True,19,General exclusions - Unoccupied Buildings,h0034 | h0035 | h0069 | h0070 | h0060,"19,20 | 19,20 | 34 | 34,35 | 30",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.52,0.2564,"Document > 6. Acquisition of Companies The Policy does not cover loss, destruction, liability or Damage directly or indirectly, caused by, contributed to by or arising from: - a. any company or other legal entity acquire",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q006,What does the policy mean by Excess?,"Excess is the amount of money specified in the Schedule or Policy that You must contribute for claims from one event, or the specified period for which no payment will be made by Allianz.",True,16,General definitions - Excess,h0010 | h0009 | h0011 | h0211 | h0002,"9 | 9 | 9,10 | 95,96 | 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.1341,"Document > Understanding Your Policy and its important terms and conditions To properly understand the significant features, benefits and risks of this insurance You need to carefully read: - about each of the available ",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q007,One event leads to claims under more than one section of the policy. Which Excess applies?,Only the single highest Excess applies to all claims arising out of the one event.,True,24,General terms and conditions - Payment of Excess,h0044 | h0045 | h0126 | h0046 | h0002,"24 | 24 | 58,59 | 24,25 | 2",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.51,0.1783,"Document > 13. One event for earthquake Only for the purpose of the application of any Excess, all loss or Damage resulting from earthquake occurring during each period of 72 consecutive hours will be considered as one e",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q008,"What must You do about the police if malicious Damage, theft, attempted theft or loss of property may result in a claim?",You must inform the police as soon as reasonably possible.,True,20,Claims procedure and conditions - Claims procedure,h0037 | h0036 | h0209 | h0210 | h0068,"20 | 20 | 94,95 | 95 | 34",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.52,0.1853,Document > 1. Claims procedure - a. As soon as reasonably possible of You becoming aware of anything happening which may result in a claim under the Policy You must take reasonable steps to do the following at Your own e,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q009,What does the Commercial Property Section cover?,"It covers Property Insured that is accidentally Damaged at the Situation during the Period of Insurance, subject to the applicable limits and Basis of Settlement.",True,25,Commercial Property Section - The cover,h0122 | h0121 | h0138 | h0045 | h0006.1,56 | 56 | 64 | 24 | 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.3165,"Document > Defined Events applicable to Parts A, B and C of this Section 1. any Damage to Property Insured for which You are insured by Us: - a. or would have been had there not been an Excess under the Commercial Proper",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q010,"Under the Theft Section, what type of building entry or exit can trigger cover?","Visible, forcible and violent entry into or exit from Buildings at the Situation can trigger cover.",True,32,Theft Section - The cover,h0075 | h0065 | h0069 | h0143 | h0076,"36 | 32,33 | 34 | 67 | 36,37",0.0,1.0,1.0,0.5,0.631,0.2,1.0,0.5,0.1567,Document > 1. Excess You are liable for the Excess for each and every claim that results in a claim for Loss. Document > 2. Sum Insured The maximum amount We will pay is the Sum Insured shown on the Schedule for the spec,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q011,"For Money in Transit, until when does the cover apply?",Cover applies up until the close of business on the next bank trading day from when the Transit commenced.,True,35,Money Section - The cover,h0071 | h0072 | h0073 | h0070 | h0006.1,"35 | 35 | 35 | 34,35 | 7",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,0.2511,"Document > The cover We will pay, in accordance with Basis of Settlement, up to the Sum Insured shown in the Schedule for Loss of Money during the Period of Insurance for the following events: Document > a. Money in Tran",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q012,What cost does the Glass Section pay for broken Glass?,It pays the actual cost of replacing and fixing the Glass with Glass of a similar type and quality.,True,38,Glass Section - The cover,h0079 | h0078 | h0122 | h0121 | h0025.2,"38,39 | 37,38 | 56 | 56 | 16",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.52,0.3002,"Document > Additional Cost: We will pay any additional costs incurred by You: - a. in arranging after-hours services, express delivery and labour at overtime rates in relation to the repair and replacement of Broken Glas",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q013,What does the Machinery Breakdown Section cover?,It covers Breakdown to Machinery occurring at the Situation during the Period of Insurance.,True,39,Machinery Breakdown Section - The cover,h0080 | h0087 | h0081 | h0083 | h0086,"39 | 42 | 39,40 | 40,41 | 41,42",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,0.2579,Document > Definitions applicable to this Section The following definitions shall apply to the words used in this Section. Blanket Machinery means all machinery at the Situation other than Specified Machinery and Exclude,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q014,"Under the Electronic Equipment Section optional Cost of restoring data benefit, what backup copies must You have?","You must have duplicate back up copies of updated Electronic Data stored off site at alternative premises, in a cloud storage service or on an external server.",True,44,Electronic Equipment Section - Cost of restoring data,h0092 | h0033 | h0091 | h0032 | h0088,"44,45 | 19 | 44 | 19 | 42,43",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.51,0.2173,"Document > 1. Cover If the optional benefit 'Cost of Restoring Data' is operative We will pay You up to the Sum Insured shown in the Schedule, following a claim being admitted under this Section, for the costs incurred f",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q015,"A salesperson normally resident in Australia travels overseas for work and neither does nor supervises manual work. Under the Public and Products Liability territorial limits, where can cover apply?",Cover can apply elsewhere in the world for travelling executives or salespeople normally resident in Australia who neither undertake nor supervise manual work.,True,48,Public and Products Liability Section - Territorial Limits,h0006.2 | h0101 | h0116 | h0115.1 | h0114,7 | 48 | 54 | 53 | 53,0.0,1.0,1.0,0.5,0.631,0.2,1.0,0.53,0.1626,and optional benefits public and products liability this section covers you or any insured person for amounts you become legally liable to pay as compensation for personal injury property damage and or advertising liabil,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,h0121 | h0045 | h0007 | h0120 | h0135,"56 | 24 | 8,9 | 56 | 62,63",1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.6,0.1414,Document > Cover type The following cover types are available under this Section: Part A - Business Income Protection; Part B - Consequential Loss of Profits; or Part C - Business Continuity. Your cover selection will be,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,h0138 | h0142 | h0006.1 | h0052 | h0045,"64 | 66,67 | 7 | 27 | 24",0.0,1.0,1.0,0.5,0.631,0.2,1.0,0.53,0.1442,Document > 2. Computer Part C of this Section also extends to include loss (not otherwise recoverable) resulting from interruption of or interference with the Business occasioned by Damage caused by Defi ned Events 1. or,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,h0007 | h0045 | h0147 | h0146 | h0003,"8,9 | 24 | 68,69 | 68 | 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.1029,"Document | Sections | Summary of covers (This table is not to be relied on as an accurate description of cover. See relevant Section for details, relevant limits, and specific conditions and exclusions that apply) | |---",,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,h0123.2 | h0073 | h0072 | h0185 | h0184,"57 | 35 | 35 | 84 | 83,84",0.0,0.0,1.0,0.2,0.387,0.2,1.0,0.5,0.1582,where i the damage is caused by flood or ii the interference or interruption to the business is for a period of less than 48 hours 6 damage to property insured while in transit by road rail sea air parcel post or courier,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,h0019 | h0043 | h0018 | h0016 | h0010,"12,13 | 23,24 | 12 | 11,12 | 9",,,,,,,,0.5,0.1036,Document > How We collect Your personal information We usually collect Your personal information from You or Your agents. We may also collect it from Our agents and service providers; other insurers and insurance referen,,tfidf::hybrid_500_o10,tfidf,hybrid_500_o10,tfidf
